"","City","State","MeanAnnual.Temperature","MeanAnnualPrecipitation","NetPrimaryProductivity","Elevation","Residence","NumberBedroooms"
"692","Albuquerque","NM",10.76146789,26.16360856,0.621555117,1708.676392,"One-family house detached from any other house","4"
"693","Springfield","MO",13.6440367,86.23493884,1.172736221,381.5116577,"One-family house detached from any other house","2"
"695","Derry","NH",8.609633028,89.07270642,2.227400058,59.06277847,"One-family house detached from any other house","4"
"696","Whitewater","WI",7.872094801,67.19847095,1.084532102,274.6097107,"One-family house detached from any other house","3"
"697","Fort Rucker","AL",19.07025994,126.0152905,1.517981526,79.20972443,"One-family house detached from any other house","3"
"698","Spanaway","WA",11.17285933,85.4941896,2.057616601,144.7330322,"One-family house detached from any other house","3"
"699","Statesville","NC",15.27186544,92.63700306,1.682843725,250.0280609,"One-family house detached from any other house","4"
"700","Charlottesville","VA",12.62285933,80.3851682,1.514006662,400.1588745,"Duplex or two-family house (designed for two families)","5"
"701","Unity","ME",5.475840979,92.17576453,1.977551487,105.7155533,"Duplex or two-family house (designed for two families)","2"
"702","johnsonburg","NJ",9.860703364,99.49067278,1.925310425,165.7169495,"One-family house detached from any other house","2"
"703","Raleigh","NC",15.40512232,94.05412844,2.156420352,96.75722504,"One-family house detached from any other house","3"
"704","Columbia","MO",12.78172783,79.97920489,1.027937615,221.4455566,"One-family house detached from any other house","3"
"705","Moore","OK",16.26712538,68.88975535,0.639725923,344.3697205,"One-family house detached from any other house","4"
"706","Pleasanton","CA",13.85175841,44.68448012,1.317724109,247.8677826,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"707","Winchester","VA",11.92561162,79.51605505,1.19715324,272.7061157,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"708","Cambridge","MA",9.388990826,94.63203364,NA,52.88596344,"One-family house detached from any other house","3"
"709","Reston","VA",14.01888379,87.26605505,1.25412629,64.78483582,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"710","Chicago","IL",9.759174312,71.12874618,NA,193.5566711,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"711","Hillsborough","NC",14.54518349,92.76712538,1.698932469,137.7061157,"One-family house detached from any other house","3"
"712","Spring Lake","NC",15.98998471,99.99847095,1.824235313,53.32805634,"One-family house detached from any other house","2"
"713","Hackettstown","NJ",9.860703364,99.49067278,1.925310425,165.7169495,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"714","Bexley","OH",11.00688073,83.21857798,1.082828585,267.4777832,"One-family house detached from any other house","4"
"716","Columbus","OH",10.11330275,77.9633792,1.082828585,285.2580566,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"717","brookfield","WI",7.394495413,64.4940367,1.089074804,287.4455566,"One-family house detached from any other house","4"
"718","Charlotte","NC",16.00198777,93.89120795,1.29519988,201.6608276,"One-family house detached from any other house","3"
"719","West Seneca","NY",8.183027523,78.44388379,1.065982742,285.7919312,"One-family house detached from any other house","3"
"720","Barryville","NY",8.993654434,99.50672783,2.081655058,268.7194519,"One-family house detached from any other house","5"
"721","Golden","CO",6.594877676,32.73715596,0.677392489,2119.006104,"One-family house detached from any other house","3"
"722","pittsboro","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","3"
"723","Osseo","WI",6.476376147,63.22362385,1.142262263,306.4425049,"One-family house detached from any other house","4"
"724","chapel hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"A mobile home","2"
"725","Portage","PA",9.952752294,93.27461774,1.989854635,592.1291504,"One-family house detached from any other house","3"
"726","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"728","Durham","CT",10.34686544,95.24885321,2.060077225,71.99263763,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"730","Fairview","NC",11.10466361,111.1902905,2.555799501,854.4008179,"A mobile home","3"
"731","Madison","WI",7.432874618,66.84411315,1.038347971,284.4916687,"One-family house detached from any other house","5"
"732","Urbana","IL",10.87507645,78.84464832,0.858911267,223.2963867,"One-family house detached from any other house","4"
"733","Morgantown","WV",10.47224771,93.0866208,1.453058752,471.0052795,"Duplex or two-family house (designed for two families)","2"
"736","Palmer","MA",8.466131498,97.69151376,2.191815567,213.2661133,"One-family house detached from any other house","1"
"737","Providence","RI",9.993501529,93.25229358,2.145063591,30.41094589,"Duplex or two-family house (designed for two families)","3"
"738","Stillwater","OK",15.92423547,72.7720948,0.61152332,311.9710999,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"739","Milpitas","CA",12.78998471,51.68119266,1.116520292,378.8544312,"One-family house detached from any other house","4"
"740","Janesville","WI",7.887996942,67.07033639,1.038347971,271.980011,"One-family house detached from any other house","2"
"741","Evansville","IN",13.14915902,92.12920489,1.455140828,130.0613861,"One-family house detached from any other house","3"
"742","taylorsville","UT",6.855657492,47.03340979,0.75726832,1931.035034,"One-family house detached from any other house","4"
"743","Eagle River","WI",3.641360856,65.44954128,2.103990007,499.3041687,"One-family house detached from any other house","3"
"744","Winchester","VA",11.92561162,79.51605505,1.849409448,272.7061157,"One-family house detached from any other house","5"
"745","chapel hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"746","denver","CO",8.978746177,29.55221713,0.720737433,1677.784668,"One-family house detached from any other house","4"
"749","Lewisville","TX",18.24029052,73.32125382,0.778656872,220.7477722,"One-family house detached from any other house","4"
"750","Southern Pines","NC",15.47018349,99.36460245,2.250870682,103.976387,"One-family house detached from any other house","2"
"751","San Jose","CA",12.78998471,51.68119266,1.116520292,378.8544312,"One-family house detached from any other house","2"
"752","Baltimore","MD",12.43012232,89.19495413,1.302771058,92.84095764,"Low rise apartment (multiple units, with 4 or fewer stories)","3"
"753","Santa Cruz","CA",13.18310398,67.05321101,2.171941254,81.91304016,"One-family house detached from any other house","1"
"754","Dayton","VA",12.62285933,80.3851682,1.46952605,400.1588745,"One-family house detached from any other house","2"
"755","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"756","North East","PA",8.689296636,87.49617737,NA,305.3861084,"One-family house detached from any other house","2"
"757","Baltimore","MD",12.43012232,89.19495413,1.302771058,92.84095764,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"758","Morgantown","WV",10.47224771,93.0866208,1.453058752,471.0052795,"A mobile home","5"
"759","Arlington","TX",18.83256881,69.65810398,0.82370533,197.8705597,"One-family house detached from any other house","3"
"761","Nixa","MO",13.6440367,86.23493884,1.153240459,381.5116577,"One-family house detached from any other house","3"
"762","Bryan","TX",20.41727829,82.12798165,1.167814963,93.21138763,"One-family house detached from any other house","3"
"763","Madison ","WI",7.432874618,66.84411315,1.038347971,284.4916687,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"764","Hickory","NC",15.03088685,98.2733945,2.611258339,330.7252808,"One-family house detached from any other house","3"
"765","Papillion","NE",10.21437309,57.74778287,0.974182318,356.3033447,"One-family house detached from any other house","3"
"766","Sharon","MA",9.388990826,94.63203364,2.145063591,52.88596344,"One-family house detached from any other house","3"
"767","Lexington","KY",12.78448012,93.83784404,1.278921863,269.7555542,"One-family house detached from any other house","4"
"768","Spruce Pine","NC",11.10466361,111.1902905,2.430307396,854.4008179,"One-family house detached from any other house","3"
"769","Chapel Hill","NC",14.88906728,97.33899083,1.698932469,136.7336121,"One-family house detached from any other house","3"
"770","Albuquerque","NM",10.76146789,26.16360856,0.281041793,1708.676392,"One-family house detached from any other house","4"
"772","Saint Paul","MN",7.233333333,59.23409786,0.919291337,284.1616516,"One-family house detached from any other house","2"
"773","Fort Worth","TX",18.83256881,69.65810398,0.82370533,197.8705597,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","1"
"774","Greenwood ","AR",16.32010703,85.62285933,1.9118716,174.3233337,"One-family house detached from any other house","3"
"776","Saxapahaw","NC",14.88906728,97.33899083,1.297092668,136.7336121,"One-family house detached from any other house","2"
"777","Yanceyville","NC",14.44793578,93.73470948,1.906382496,190.2480621,"One-family house detached from any other house","3"
"778","Garner","NC",15.40512232,94.05412844,1.471797392,96.75722504,"One-family house detached from any other house","3"
"779","Burlington","WV",11.51085627,81.63058104,2.057427327,401.2008362,"One-family house detached from any other house","3"
"781","Blacksburg","VA",11.23807339,91.43340979,2.461538455,635.8566895,"One-family house detached from any other house","3"
"782","Fairfax Station","VA",14.01888379,87.26605505,1.25412629,64.78483582,"One-family house detached from any other house","4"
"783","Portland","OR",10.72392966,91.80917431,1.927392495,120.6025009,"One-family house detached from any other house","2"
"784","Waltham","MA",9.388990826,94.63203364,1.966573293,52.88596344,"Duplex or two-family house (designed for two families)","6 or more"
"785","Fort Worth","TX",18.83256881,69.65810398,0.82370533,197.8705597,"One-family house detached from any other house","1"
"786","La Habra","CA",16.28264526,34.18035168,1.13715173,232.911026,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"787","Cleveland","OH",9.56146789,75.65718654,NA,283.1663818,"One-family house detached from any other house","3"
"788","Pocatello","ID",6.184021407,28.33807339,0.659221686,1764.827515,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"789","Mandeville","LA",20.2588685,128.8316514,2.740157487,2.883951902,"One-family house detached from any other house","4"
"790","Allentown","PA",9.604587156,92.98715596,1.164029377,270.4966736,"One-family house detached from any other house","4"
"792","walnut Cove","NC",14.2883792,90.05229358,2.390558752,275.8555603,"One-family house detached from any other house","2"
"793","GAINESVILLE","FL",20.72599388,115.0859327,3.247236528,36.76833344,"One-family house detached from any other house","4"
"794","Crystal Lake","IL",8.596559633,69.1764526,1.090589041,253.6741638,"One-family house detached from any other house","2"
"795","Kirkland","WA",11.1014526,79.94380734,2.608986975,84.25081635,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"796","Jefferson City","MO",12.78172783,79.97920489,1.404792553,221.4455566,"One-family house detached from any other house","4"
"797","Escondido","CA",16.05298165,31.79816514,0.919669899,248.2855225,"One-family house detached from any other house","4"
"798","Eagle River","WI",3.641360856,65.44954128,2.103990007,499.3041687,"One-family house detached from any other house","4"
"799","Cincinnati","OH",11.84640673,83.892737,1.131284071,232.9349976,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"800","Portsmouth","NH",7.835168196,86.6293578,2.554663841,58.28284073,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"801","San Antonio","FL",22.15588685,112.4344801,2.482169895,25.95861053,"One-family house detached from any other house","3"
"802","High Point","NC",15.24342508,92.16062691,1.67546184,225.508606,"One-family house detached from any other house","3"
"803","Shorline","WA",11.1014526,79.94380734,2.608986975,84.25081635,"One-family house detached from any other house","3"
"804","Morgantown","WV",10.47224771,93.0866208,1.453058752,471.0052795,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"805","Plano","TX",18.26253823,79.21972477,0.778656872,194.1074982,"One-family house detached from any other house","3"
"806","San Francisco","CA",14.09617737,41.10183486,1.87041945,115.6696014,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"807","Charlottesville","VA",13.49181957,87.03302752,1.514006662,194.8988953,"One-family house detached from any other house","3"
"808","Brunswick","ME",8.236697248,99.67316514,2.174591157,20.81203651,"One-family house detached from any other house","2"
"809","Visalia","CA",17.49426606,20.24648318,1.370722294,110.3272247,"One-family house detached from any other house","5"
"810","Apex","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"811","Arlington","VA",14.01888379,87.26605505,1.81817838,64.78483582,"One-family house detached from any other house","4"
"812","Benson","NC",15.98998471,99.99847095,1.471797392,53.32805634,"One-family house detached from any other house","3"
"813","San Francisco","CA",14.09617737,41.10183486,1.87041945,115.6696014,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"814","Brooklyn","NY",11.81796636,92.61200306,2.213204125,23.8580265,"High rise apartment (multiple units, with 5 or more stories)","2"
"815","Kill Devil Hills","NC",16.28203364,109.3341743,NA,1.098220229,"One-family house detached from any other house","3"
"816","Blue Springs","MS",16.36276758,115.5474771,1.259047547,108.047226,"One-family house detached from any other house","5"
"817","Asheville","NC",11.58891437,133.054052,2.555799501,848.9013672,"One-family house detached from any other house","5"
"818","Stanardsville","VA",13.49181957,87.03302752,2.043231376,194.8988953,"One-family house detached from any other house","3"
"819","Raleigh","NC",15.43333333,101.2742355,2.156420352,71.52583313,"One-family house detached from any other house","1"
"820","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"821","Tucson","AZ",20.41834862,22.03715596,0.306405209,762.9927979,"One-family house detached from any other house","3"
"823","Charlottesville","VA",13.49181957,87.03302752,1.514006662,194.8988953,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"825","Seymour","IN",12.33723242,91.01712538,1.084153545,199.2644501,"One-family house detached from any other house","4"
"827","San Francisco","CA",14.09617737,41.10183486,1.87041945,115.6696014,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"828","Bryantown","MD",13.6970948,90.40053517,1.685115082,37.22084808,"One-family house detached from any other house","4"
"829","Santa Barbara","CA",14.03287462,28.1837156,1.6612659,285.3345032,"One-family house detached from any other house","3"
"830","Chapel Hill","NC",14.88906728,97.33899083,1.297092668,136.7336121,"One-family house detached from any other house","3"
"831","Chesterfield","MO",13.017737,77.81299694,1.078664447,169.9763947,"One-family house detached from any other house","4"
"832","Woburn","MA",9.388990826,94.63203364,NA,52.88596344,"One-family house detached from any other house","4"
"833","Ashland","OR",9.905351682,55.9912844,2.349295876,935.2175293,"One-family house detached from any other house","3"
"834","Bowling Green","KY",14.3470948,103.7473242,1.876287097,213.0202789,"One-family house detached from any other house","3"
"835","Pilot Hill","CA",15.52576453,46.77752294,2.042663539,112.7744446,"One-family house detached from any other house","1"
"836","GREAT FALLS","VA",14.01888379,87.26605505,1.25412629,64.78483582,"One-family house detached from any other house","4"
"837","Ada","OH",9.819495413,75.13646789,0.948440342,279.1394348,"Duplex or two-family house (designed for two families)","4"
"838","Fox Point","WI",7.990061162,63.14136086,1.151347664,187.468338,"High rise apartment (multiple units, with 5 or more stories)","3"
"839","Philadelphia","PA",12.40282875,91.6633792,1.236334048,25.62282181,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"840","Branson","MO",14.54105505,90.85504587,1.153240459,328.7286072,"One-family house detached from any other house","2"
"841","portland ","OR",10.72392966,91.80917431,1.927392495,120.6025009,"One-family house detached from any other house","4"
"842","La Grange","KY",12.27905199,96.61666667,1.920199875,229.5286102,"One-family house detached from any other house","4"
"843","Londonderry","NH",8.609633028,89.07270642,2.227400058,59.06277847,"One-family house detached from any other house","3"
"844","iNDIANAPOLIS","IN",11.55114679,84.20955657,1.042322838,247.0333405,"One-family house detached from any other house","2"
"845","Rockville","MD",12.51139144,88.78639144,1.81817838,137.5811157,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"846","Queen Creek","AZ",20.79296636,19.41926606,0.286909448,425.6875,"One-family house detached from any other house","3"
"847","Los Angeles","CA",13.37056575,39.35022936,1.220434586,619.3668823,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"848","Lookout","WV",12.32943425,91.18149847,2.523054217,400.546936,"One-family house detached from any other house","4"
"849","HUMMELSTOWN","PA",10.84579511,84.23723242,1.714264089,164.0541687,"One-family house detached from any other house","3"
"850","Salt Lake City","UT",6.855657492,47.03340979,0.75726832,1931.035034,"One-family house detached from any other house","4"
"851","Santa Monica","CA",14.72262997,37.28784404,1.220434586,389.5596313,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"852","Philomath","OR",10.75336391,91.75344037,1.420692009,144.807785,"One-family house detached from any other house","4"
"853","Cary","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"854","Saint Cloud","MN",6.272400612,55.85558104,0.875189278,329.8183289,"One-family house detached from any other house","6 or more"
"855","Durango","CO",6.191207951,37.35443425,0.816323447,2301.657959,"One-family house detached from any other house","3"
"856","Ames","IA",8.909785933,65.98272171,0.791527867,329.9030457,"One-family house detached from any other house","3"
"857","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"858","Cambridge","MA",9.388990826,94.63203364,NA,52.88596344,"Duplex or two-family house (designed for two families)","6 or more"
"859","Decatur","AL",15.73654434,112.7267584,1.116331011,197.1944427,"One-family house detached from any other house","4"
"860","Chippewa Falls","WI",6.476376147,63.22362385,1.206427925,306.4425049,"One-family house detached from any other house","3"
"863","Frederic","WI",5.758868502,55.40152905,1.641770139,339.4372253,"One-family house detached from any other house","3"
"864","Seattle","WA",11.1014526,79.94380734,2.608986975,84.25081635,"Duplex or two-family house (designed for two families)","2"
"866","Middleton","WI",7.131957187,66.57591743,1.038347971,294.9661255,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"867","Swampscott","MA",9.383715596,94.2704893,NA,22.84713936,"One-family house detached from any other house","3"
"869","Sterling","CT",9.465978593,97.09472477,1.849030885,116.9283371,"One-family house detached from any other house","2"
"870","West Chester","PA",11.8103211,92.14327217,1.691739853,81.75190735,"One-family house detached from any other house","5"
"871","Charleston","SC",18.67018349,102.3242355,2.986409751,3.003220558,"One-family house detached from any other house","3"
"872","Bethesda","MD",14.01888379,87.26605505,1.81817838,64.78483582,"One-family house detached from any other house","3"
"873","Vallejo","CA",14.24908257,60.2470948,1.87041945,143.1794128,"One-family house detached from any other house","5"
"874","Fairfield","CT",10.10603976,98.2043578,1.867390972,109.4050751,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"875","North Augusta","SC",17.47423547,95.91085627,1.918117809,142.1044464,"One-family house detached from any other house","3"
"876","Miami","FL",24.37759939,128.5626147,1.860198361,1.923296809,"One-family house detached from any other house","3"
"877","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"878","Tempe","AZ",20.79296636,19.41926606,0.286909448,425.6875,"High rise apartment (multiple units, with 5 or more stories)","2"
"880","Albuquerque","NM",10.76146789,26.16360856,0.281041793,1708.676392,"One-family house detached from any other house","2"
"881","Bethesda","MD",14.01888379,87.26605505,1.81817838,64.78483582,"One-family house detached from any other house","4"
"882","Port Townsend","WA",9.832415902,159.474159,2.124810721,66.50154114,"A mobile home","1"
"883","Durham","NC",15.40512232,94.05412844,1.698932469,96.75722504,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"885","Colquitt","GA",18.91666667,116.3444954,1.191285587,58.92527771,"One-family house detached from any other house","4"
"887","Santa Cruz","CA",13.18310398,67.05321101,2.171941254,81.91304016,"One-family house detached from any other house","2"
"888","Portland","OR",9.534633028,171.5379205,2.360463346,457.9377747,"One-family house detached from any other house","4"
"889","Warrior","AL",16.87836391,112.5380734,1.309395824,195.946106,"One-family house detached from any other house","4"
"890","Ladson","SC",17.87706422,100.5048165,2.986409751,21.74305534,"One-family house detached from any other house","3"
"891","leavenworth","KS",12.5912844,79.44044343,1.116898854,272.7763977,"One-family house detached from any other house","2"
"892","Burlington","WI",7.849541284,67.24885321,1.090589041,257.2883301,"One-family house detached from any other house","3"
"893","Apache Junction","AZ",19.24663609,28.01215596,0.339339796,806.6627808,"One-family house detached from any other house","3"
"894","Cambridge","MA",9.388990826,94.63203364,NA,52.88596344,"Low rise apartment (multiple units, with 4 or fewer stories)","4"
"895","Boston","MA",9.388990826,94.63203364,NA,52.88596344,"High rise apartment (multiple units, with 5 or more stories)","1"
"896","salem","OH",9.530351682,80.10229358,1.774644156,341.9272156,"Duplex or two-family house (designed for two families)","2"
"897","Chevy Chase","MD",14.01888379,87.26605505,1.81817838,64.78483582,"One-family house detached from any other house","4"
"898","Fishersville","VA",12.62285933,80.3851682,2.266013008,400.1588745,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"899","San Francisco","CA",14.09617737,41.10183486,1.87041945,115.6696014,"Duplex or two-family house (designed for two families)","2"
"900","Baldwinsville","NY",8.518042813,80.44411315,1.328702301,138.4844513,"One-family house detached from any other house","4"
"901","Eugene","OR",11.24938838,101.1090214,1.340248341,161.2072296,"One-family house detached from any other house","3"
"902","Gaithersburg","MD",12.51139144,88.78639144,1.25412629,137.5811157,"One-family house detached from any other house","3"
"903","Hillsborough","NC",14.44793578,93.73470948,1.698932469,190.2480621,"One-family house detached from any other house","3"
"904","Charlotte","NC",16.00198777,93.89120795,1.29519988,201.6608276,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"906","Austin, ","TX",20.15902141,63.98692661,0.917398545,210.0549927,"One-family house detached from any other house","2"
"907","San Francisco","CA",14.09617737,41.10183486,1.87041945,115.6696014,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"908","Costa Mesa","CA",16.28264526,34.18035168,1.13715173,232.911026,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"910","Westwood","MA",9.388990826,94.63203364,1.966573293,52.88596344,"One-family house detached from any other house","3"
"912","Fitchburg","MA",7.73264526,92.51964832,2.157934581,205.5700073,"One-family house detached from any other house","1"
"913","Houston","TX",20.45542813,93.55756881,2.567534829,14.17661858,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"914","Raleigh","NC",15.40512232,94.05412844,2.156420352,96.75722504,"One-family house detached from any other house","3"
"915","Round Rock","TX",19.32316514,63.89571865,0.917398545,266.2280579,"One-family house detached from any other house","3"
"916","Souderton","PA",10.94327217,95.8601682,1.164029377,100.8869476,"One-family house detached from any other house","4"
"917","Charlotte","NC",16.00198777,93.89120795,1.29519988,201.6608276,"One-family house detached from any other house","3"
"918","Yorktown Heights","NY",10.60825688,101.411315,1.980012111,127.7934723,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"919","Rogersville","MO",13.6440367,86.23493884,1.225923686,381.5116577,"One-family house detached from any other house","3"
"920","San Mateo","CA",14.09617737,41.10183486,2.266391583,115.6696014,"One-family house detached from any other house","4"
"921","Blacksburg","VA",11.23807339,91.43340979,2.461538455,635.8566895,"One-family house detached from any other house","3"
"922","Pittsburgh","PA",10.59304281,88.16972477,1.641202297,330.4186096,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"923","Davis","CA",15.42813456,41.17079511,0.94541187,15.96166706,"One-family house detached from any other house","4"
"924","Las Vegas","NV",17.15512232,11.21391437,0.206655058,991.2583618,"One-family house detached from any other house","3"
"925","Mt. Pleasant","SC",18.67018349,102.3242355,2.986409751,3.003220558,"One-family house detached from any other house","5"
"926","new york","NY",11.15,97.4837156,2.213204125,60.80302048,"High rise apartment (multiple units, with 5 or more stories)","1"
"928","Zionsville","IN",10.88394495,84.28027523,0.90433828,267.9244385,"One-family house detached from any other house","3"
"929","Ewing","NJ",11.35496942,95.97515291,2.082980009,41.57500076,"One-family house detached from any other house","2"
"930","Melrose","MA",9.388990826,94.63203364,NA,52.88596344,"One-family house detached from any other house","3"
"931","Glen Ellen","CA",13.79816514,72.84296636,1.537477285,120.170105,"One-family house detached from any other house","3"
"932","Boardman","OH",9.272324159,74.83631498,1.774644156,303.0150146,"One-family house detached from any other house","3"
"933","Brooklyn","NY",11.81796636,92.61200306,2.213204125,23.8580265,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"934","Des Moines ","IA",9.632492355,67.21873089,0.976075106,290.4547119,"One-family house detached from any other house","3"
"935","Shelby","MT",5.445718654,25.61185015,0.306405209,1074.214111,"One-family house detached from any other house","2"
"936","Montevallo","AL",17.22966361,112.1009939,1.843920353,178.074173,"One-family house detached from any other house","3"
"937","Hoboken","NJ",11.15,97.4837156,2.213204125,60.80302048,"Duplex or two-family house (designed for two families)","2"
"938","Oshkosh","WI",7.297629969,59.25603976,1.103838589,290.8152771,"One-family house detached from any other house","3"
"939","Pawtucket","RI",9.993501529,93.25229358,2.145063591,30.41094589,"One-family house detached from any other house","3"
"940","La Jolla","CA",16.81697248,22.42683486,1.389839487,103.6060028,"One-family house detached from any other house","3"
"943","Duxbury","MA",9.383715596,94.2704893,1.41387795,22.84713936,"One-family house detached from any other house","4"
"944","Roanoke","VA",13.63547401,88.97614679,2.506019069,358.2038879,"One-family house detached from any other house","4"
"946","Cary","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","4"
"949","Cranberry Twp.","PA",9.712461774,79.61674312,2.056859474,331.8135986,"One-family house detached from any other house","4"
"951","east hanover","NJ",11.15,97.4837156,2.2052544,60.80302048,"Low rise apartment (multiple units, with 4 or fewer stories)","3"
"952","Santa Cruz","CA",13.18310398,67.05321101,2.171941254,81.91304016,"A mobile home","1"
"954","Fritch","TX",14.32568807,37.12110092,0.450068143,1016.372192,"One-family house detached from any other house","3"
"955","Zephyrhills","FL",22.15588685,112.4344801,2.482169895,25.95861053,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","3"
"956","Darby","MT",5.918348624,25.62278287,1.000113569,1675.700562,"One-family house detached from any other house","3"
"957","Tucson","AZ",17.99931193,28.01154434,0.306405209,1157.947266,"One-family house detached from any other house","2"
"958","Portland","OR",10.72392966,91.80917431,1.927392495,120.6025009,"One-family house detached from any other house","3"
"959","Cambridge","MA",9.388990826,94.63203364,NA,52.88596344,"High rise apartment (multiple units, with 5 or more stories)","1"
"960","Marquette","MI",4.496100917,65.20542813,NA,187.7169495,"One-family house detached from any other house","4"
"963","Camas","WA",9.534633028,171.5379205,2.360463346,457.9377747,"One-family house detached from any other house","4"
"964","Sulphur Bluff","TX",17.85053517,94.23753823,1.429966687,122.1666641,"One-family house detached from any other house","3"
"965","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","3"
"966","Belmont","MA",9.388990826,94.63203364,1.966573293,52.88596344,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"969","Indianapolis","IN",11.55114679,84.20955657,0.90433828,247.0333405,"One-family house attached to one or more houses (e.g. a townhouse or condominium)","2"
"970","Fulton","MS",16.41788991,115.1977064,1.655966088,137.758606,"One-family house detached from any other house","3"
"971","Stillwater","OK",15.92423547,72.7720948,0.804209571,311.9710999,"One-family house detached from any other house","3"
"973","Shell Rock","IA",8.355963303,70.5469419,0.928755302,304.0914001,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"974","Richland","WA",11.28302752,16.49655963,0.91001666,254.5022278,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"975","Durham","NC",14.54518349,92.76712538,1.698932469,137.7061157,"One-family house detached from any other house","2"
"976","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"One-family house detached from any other house","2"
"977","Denton","TX",18.24029052,73.32125382,0.840361903,220.7477722,"One-family house detached from any other house","3"
"978","Edenton ","NC",15.66001529,105.7861621,1.617542399,8.586108208,"One-family house detached from any other house","3"
"979","Raleigh","NC",15.40512232,94.05412844,1.698932469,96.75722504,"Low rise apartment (multiple units, with 4 or fewer stories)","2"
"980","Chicago","IL",9.759174312,71.12874618,NA,193.5566711,"Low rise apartment (multiple units, with 4 or fewer stories)","1"
"982","North Fond du Lac","WI",7.297629969,59.25603976,1.103838589,290.8152771,"Low rise apartment (multiple units, with 4 or fewer stories)","3"
"983","Canton","PA",7.348623853,79.87056575,1.709910661,477.8155518,"One-family house detached from any other house","2"
"984","Grand Forks","ND",4.127217125,39.87538226,0.713923382,284.3241577,"One-family house detached from any other house","3"
"985","ROGERS","AR",14.96376147,93.68188073,1.621895818,414.0939026,"One-family house detached from any other house","2"
"986","State College","PA",9.469877676,80.85925076,2.201847367,372.6585999,"One-family house detached from any other house","4"
"987","South Jordan","UT",10.72744648,34.72324159,0.876892793,1401.720581,"One-family house detached from any other house","2"
"990","Eugene","OR",11.11246177,99.04006116,1.340248341,307.2908325,"One-family house detached from any other house","3"
